composite id	composite name	primitive id	primitive name
FMA7153	cardinal body part	FMA24486	right patella
FMA7153	cardinal body part	FMA37695	medial head of right triceps brachii
FMA7153	cardinal body part	FMA19855	inguinal ligament
FMA7153	cardinal body part	FMA24487	left patella
FMA7153	cardinal body part	FMA37696	medial head of left triceps brachii
FMA7153	cardinal body part	FMA37697	lateral head of right triceps brachii
FMA7153	cardinal body part	FMA24485	patella
FMA7153	cardinal body part	FMA37698	lateral head of left triceps brachii
FMA7153	cardinal body part	FMA24482	right talus
FMA7153	cardinal body part	FMA46310	left longus capitis
FMA7153	cardinal body part	FMA24483	left talus
FMA7153	cardinal body part	FMA37692	long head of triceps brachii
FMA7153	cardinal body part	FMA24480	right fibula
FMA7153	cardinal body part	FMA37693	medial head of triceps brachii
FMA7153	cardinal body part	FMA24481	left fibula
FMA7153	cardinal body part	FMA37694	lateral head of triceps brachii
FMA7153	cardinal body part	FMA46314	left rectus capitis anterior
FMA7153	cardinal body part	FMA46312	rectus capitis anterior
FMA7153	cardinal body part	FMA46313	right rectus capitis anterior
FMA7153	cardinal body part	FMA37699	long head of right triceps brachii
FMA7153	cardinal body part	FMA46318	left rectus capitis lateralis
FMA7153	cardinal body part	FMA46316	rectus capitis lateralis
FMA7153	cardinal body part	FMA46317	right rectus capitis lateralis
FMA7153	cardinal body part	FMA24728	face
FMA7153	cardinal body part	FMA37401	opponens digiti minimi of left hand
FMA7153	cardinal body part	FMA61681	back of abdomen
FMA7153	cardinal body part	FMA37400	opponens digiti minimi of right hand
FMA7153	cardinal body part	FMA37682	short head of biceps brachii
FMA7153	cardinal body part	FMA37683	long head of biceps brachii
FMA7153	cardinal body part	FMA46320	mylohyoid
FMA7153	cardinal body part	FMA46321	right mylohyoid
FMA7153	cardinal body part	FMA46322	left mylohyoid
FMA7153	cardinal body part	FMA37686	long head of right biceps brachii
FMA7153	cardinal body part	FMA7198nsn	pancreas, nsn
FMA7153	cardinal body part	FMA37687	long head of left biceps brachii
FMA7153	cardinal body part	FMA37684	short head of right biceps brachii
FMA7153	cardinal body part	FMA37685	short head of left biceps brachii
FMA7153	cardinal body part	FMA46327	left geniohyoid
FMA7153	cardinal body part	FMA37688	triceps brachii
FMA7153	cardinal body part	FMA46325	geniohyoid
FMA7153	cardinal body part	FMA46326	right geniohyoid
FMA7153	cardinal body part	FMA9711	maxilla
FMA7153	cardinal body part	FMA9712	hand
FMA7153	cardinal body part	FMA13415	left subscapularis
FMA7153	cardinal body part	FMA13414	right subscapularis
FMA7153	cardinal body part	FMA13412	right subclavius
FMA7153	cardinal body part	FMA13411	left subclavius
FMA7153	cardinal body part	FMA24228	posterior part of pelvis
FMA7153	cardinal body part	FMA3736	ascending aorta
FMA7153	cardinal body part	FMA24222	skeleton of foot
FMA7153	cardinal body part	FMA9710	vomer
FMA7153	cardinal body part	FMA59516	root of nose
FMA7153	cardinal body part	FMA37670	biceps brachii
FMA7153	cardinal body part	FMA9991	eighth thoracic vertebra
FMA7153	cardinal body part	FMA37673	anterior compartment of arm
FMA7153	cardinal body part	FMA37676	posterior compartment of arm
FMA7153	cardinal body part	FMA9708	talus
FMA7153	cardinal body part	FMA13408	right sternocleidomastoid
FMA7153	cardinal body part	FMA13409	left sternocleidomastoid
FMA7153	cardinal body part	FMA37466	left flexor accessorius
FMA7153	cardinal body part	FMA38930	right vastus lateralis
FMA7153	cardinal body part	FMA61898	angular gyrus
FMA7153	cardinal body part	FMA61897	supramarginal gyrus
FMA7153	cardinal body part	FMA37464	abductor digiti minimi of left foot
FMA7153	cardinal body part	FMA61896	postcentral gyrus
FMA7153	cardinal body part	FMA37465	right flexor accessorius
FMA7153	cardinal body part	FMA37462	left flexor digitorum brevis
FMA7153	cardinal body part	FMA37463	abductor digiti minimi of right foot
FMA7153	cardinal body part	FMA37460	left abductor hallucis
FMA7153	cardinal body part	FMA37461	right flexor digitorum brevis
FMA7153	cardinal body part	FMA24993	segment of foot
FMA7153	cardinal body part	FMA38935	left vastus intermedius
FMA7153	cardinal body part	FMA38934	right vastus intermedius
FMA7153	cardinal body part	FMA38933	left vastus medialis
FMA7153	cardinal body part	FMA38932	right vastus medialis
FMA7153	cardinal body part	FMA38931	left vastus lateralis
FMA7153	cardinal body part	FMA50801	brain
FMA7153	cardinal body part	FMA24459	distal phalanx of right thumb
FMA7153	cardinal body part	FMA72417	brachium of superior colliculus
FMA7153	cardinal body part	FMA24456	middle phalanx of right middle finger
FMA7153	cardinal body part	FMA37669	left brachialis
FMA7153	cardinal body part	FMA24455	middle phalanx of right index finger
FMA7153	cardinal body part	FMA37668	right brachialis
FMA7153	cardinal body part	FMA24458	middle phalanx of right little finger
FMA7153	cardinal body part	FMA37667	brachialis
FMA7153	cardinal body part	FMA38928	right rectus femoris
FMA7153	cardinal body part	FMA24457	middle phalanx of right ring finger
FMA7153	cardinal body part	FMA37666	left coracobrachialis
FMA7153	cardinal body part	FMA38929	left rectus femoris
FMA7153	cardinal body part	FMA24452	proximal phalanx of right middle finger
FMA7153	cardinal body part	FMA37665	right coracobrachialis
FMA7153	cardinal body part	FMA24451	proximal phalanx of right index finger
FMA7153	cardinal body part	FMA37664	coracobrachialis
FMA7153	cardinal body part	FMA43887	left adductor minimus
FMA7153	cardinal body part	FMA24454	proximal phalanx of right little finger
FMA7153	cardinal body part	FMA43886	right adductor minimus
FMA7153	cardinal body part	FMA24453	proximal phalanx of right ring finger
FMA7153	cardinal body part	FMA43885	adductor minimus
FMA7153	cardinal body part	FMA43884	left gracilis
FMA7153	cardinal body part	FMA43883	right gracilis
FMA7153	cardinal body part	FMA24450	proximal phalanx of right thumb
FMA7153	cardinal body part	FMA43882	gracilis
FMA7153	cardinal body part	FMA37454	adductor hallucis
FMA7153	cardinal body part	FMA37455	flexor digiti minimi brevis of foot
FMA7153	cardinal body part	FMA45739	right platysma
FMA7153	cardinal body part	FMA37450	flexor digitorum brevis
FMA7153	cardinal body part	FMA37451	abductor digiti minimi of foot
FMA7153	cardinal body part	FMA45738	platysma
FMA7153	cardinal body part	FMA37452	flexor accessorius
FMA7153	cardinal body part	FMA61993nsn	midbrain, nsn
FMA7153	cardinal body part	FMA19617	corpus spongiosum of penis
FMA7153	cardinal body part	FMA19618	corpus cavernosum of penis
FMA7153	cardinal body part	FMA37459	right abductor hallucis
FMA7153	cardinal body part	FMA24449	left hamate
FMA7153	cardinal body part	FMA24448	right hamate
FMA7153	cardinal body part	FMA24447	left capitate
FMA7153	cardinal body part	FMA24446	right capitate
FMA7153	cardinal body part	FMA24445	left trapezoid
FMA7153	cardinal body part	FMA24444	left trapezium
FMA7153	cardinal body part	FMA7088	heart
FMA7153	cardinal body part	FMA24443	right trapezium
FMA7153	cardinal body part	FMA73423	left superior colliculus
FMA7153	cardinal body part	FMA24442	left pisiform
FMA7153	cardinal body part	FMA73422	right superior colliculus
FMA7153	cardinal body part	FMA7857	right first rib
FMA7153	cardinal body part	FMA24441	right pisiform
FMA7153	cardinal body part	FMA24440	left triquetral
FMA7153	cardinal body part	FMA61894	precentral gyrus
FMA7153	cardinal body part	FMA45740	left platysma
FMA7153	cardinal body part	FMA71567	set of anterior cardiac veins
FMA7153	cardinal body part	FMA71314	set of levatores costarum breves
FMA7153	cardinal body part	FMA24974	knee
FMA7153	cardinal body part	FMA71312	set of levatores costarum
FMA7153	cardinal body part	FMA9761	right transversus thoracis
FMA7153	cardinal body part	FMA24975	anterior part of knee
FMA7153	cardinal body part	FMA71313	set of levatores costarum longi
FMA7153	cardinal body part	FMA9760	transversus thoracis
FMA7153	cardinal body part	FMA71318	set of lumbricals of hand
FMA7153	cardinal body part	FMA71319	set of dorsal interossei of hand
FMA7153	cardinal body part	FMA9762	left transversus thoracis
FMA7153	cardinal body part	FMA3768	arch of aorta
FMA7153	cardinal body part	FMA24979	leg
FMA7153	cardinal body part	FMA37448	abductor hallucis
FMA7153	cardinal body part	FMA37449	flexor hallucis brevis
FMA7153	cardinal body part	FMA73004	deltoid part of pectoral girdle
FMA7153	cardinal body part	FMA24478	left tibia
FMA7153	cardinal body part	FMA24477	right tibia
FMA7153	cardinal body part	FMA71195	left lobe of thymus
FMA7153	cardinal body part	FMA24479	fibula
FMA7153	cardinal body part	FMA71194	right lobe of thymus
FMA7153	cardinal body part	FMA9968	seventh thoracic vertebra
FMA7153	cardinal body part	FMA7882	right second rib
FMA7153	cardinal body part	FMA24470	right fourth metacarpal bone
FMA7153	cardinal body part	FMA24472	right fifth metacarpal bone
FMA7153	cardinal body part	FMA24471	left fourth metacarpal bone
FMA7153	cardinal body part	FMA24474	right femur
FMA7153	cardinal body part	FMA71322	set of dorsal interossei of foot
FMA7153	cardinal body part	FMA71193	lobe of thymus
FMA7153	cardinal body part	FMA24473	left fifth metacarpal bone
FMA7153	cardinal body part	FMA71321	set of lumbricals of foot
FMA7153	cardinal body part	FMA24476	tibia
FMA7153	cardinal body part	FMA71320	set of palmar interossei of hand
FMA7153	cardinal body part	FMA24475	left femur
FMA7153	cardinal body part	FMA24964	hip
FMA7153	cardinal body part	FMA24967	thigh
FMA7153	cardinal body part	FMA71305	rotatores muscle group
FMA7153	cardinal body part	FMA71306	set of interspinales
FMA7153	cardinal body part	FMA71307	set of interspinales lumborum
FMA7153	cardinal body part	FMA71308	set of interspinales thoracis
FMA7153	cardinal body part	FMA71309	set of interspinales cervicis
FMA7153	cardinal body part	FMA9758	innermost intercostal muscle
FMA7153	cardinal body part	FMA9757	internal intercostal muscle
FMA7153	cardinal body part	FMA9756	external intercostal muscle
FMA7153	cardinal body part	FMA24469	left third metacarpal bone
FMA7153	cardinal body part	FMA24468	right third metacarpal bone
FMA7153	cardinal body part	FMA24467	left second metacarpal bone
FMA7153	cardinal body part	FMA24466	right second metacarpal bone
FMA7153	cardinal body part	FMA24461	distal phalanx of right middle finger
FMA7153	cardinal body part	FMA24460	distal phalanx of right index finger
FMA7153	cardinal body part	FMA3786	thoracic aorta
FMA7153	cardinal body part	FMA24465	left first metacarpal bone
FMA7153	cardinal body part	FMA24464	right first metacarpal bone
FMA7153	cardinal body part	FMA24463	distal phalanx of right little finger
FMA7153	cardinal body part	FMA24462	distal phalanx of right ring finger
FMA7153	cardinal body part	FMA72669	right angular gyrus
FMA7153	cardinal body part	FMA24949	little finger
FMA7153	cardinal body part	FMA72668	left supramarginal gyrus
FMA7153	cardinal body part	FMA72667	right supramarginal gyrus
FMA7153	cardinal body part	FMA24947	middle finger
FMA7153	cardinal body part	FMA72666	left postcentral gyrus
FMA7153	cardinal body part	FMA24948	ring finger
FMA7153	cardinal body part	FMA72665	right postcentral gyrus
FMA7153	cardinal body part	FMA9945	sixth thoracic vertebra
FMA7153	cardinal body part	FMA52788	right parietal bone
FMA7153	cardinal body part	FMA52789	left parietal bone
FMA7153	cardinal body part	FMA8364	right ninth rib
FMA7153	cardinal body part	FMA46794	corrugator supercilii
FMA7153	cardinal body part	FMA46797	left corrugator supercilii
FMA7153	cardinal body part	FMA46796	right corrugator supercilii
FMA7153	cardinal body part	FMA72670	left angular gyrus
FMA7153	cardinal body part	FMA3951	subclavian artery
FMA7153	cardinal body part	FMA3953	right subclavian artery
FMA7153	cardinal body part	FMA73464	brachium of left inferior colliculus
FMA7153	cardinal body part	FMA45970	lateral head of flexor hallucis brevis
FMA7153	cardinal body part	FMA72655	right middle frontal gyrus
FMA7153	cardinal body part	FMA73461	brachium of right superior colliculus
FMA7153	cardinal body part	FMA72654	left superior frontal gyrus
FMA7153	cardinal body part	FMA24938	thumb
FMA7153	cardinal body part	FMA73462	brachium of left superior colliculus
FMA7153	cardinal body part	FMA73463	brachium of right inferior colliculus
FMA7153	cardinal body part	FMA72656	left middle frontal gyrus
FMA7153	cardinal body part	FMA52780	ear
FMA7153	cardinal body part	FMA45971	medial head of right flexor hallucis brevis
FMA7153	cardinal body part	FMA45972	medial head of left flexor hallucis brevis
FMA7153	cardinal body part	FMA8175	right sixth rib
FMA7153	cardinal body part	FMA45973	lateral head of right flexor hallucis brevis
FMA7153	cardinal body part	FMA45974	lateral head of left flexor hallucis brevis
FMA7153	cardinal body part	FMA46782	orbital part of right orbicularis oculi
FMA7153	cardinal body part	FMA45969	medial head of flexor hallucis brevis
FMA7153	cardinal body part	FMA46781	orbital part of orbicularis oculi
FMA7153	cardinal body part	FMA46784	palpebral part of orbicularis oculi
FMA7153	cardinal body part	FMA46783	orbital part of left orbicularis oculi
FMA7153	cardinal body part	FMA46786	palpebral part of left orbicularis oculi
FMA7153	cardinal body part	FMA72661	right precentral gyrus
FMA7153	cardinal body part	FMA46785	palpebral part of right orbicularis oculi
FMA7153	cardinal body part	FMA72662	left precentral gyrus
FMA7153	cardinal body part	FMA24946	index finger
FMA7153	cardinal body part	FMA24945	segment of hand
FMA7153	cardinal body part	FMA72065	set of lumbar vertebrae
FMA7153	cardinal body part	FMA72689	right fusiform gyrus
FMA7153	cardinal body part	FMA45151	anterior compartment of thigh
FMA7153	cardinal body part	FMA72064	set of thoracic vertebrae
FMA7153	cardinal body part	FMA72688	left inferior temporal gyrus
FMA7153	cardinal body part	FMA13899	intervertebral disk of sixth cervical vertebra
FMA7153	cardinal body part	FMA72063	set of cervical vertebrae
FMA7153	cardinal body part	FMA72687	right inferior temporal gyrus
FMA7153	cardinal body part	FMA60118	skeleton of nasal septum
FMA7153	cardinal body part	FMA13897	intervertebral disk of fourth cervical vertebra
FMA7153	cardinal body part	FMA73434	right inferior colliculus
FMA7153	cardinal body part	FMA13898	intervertebral disk of fifth cervical vertebra
FMA7153	cardinal body part	FMA13896	intervertebral disk of third cervical vertebra
FMA7153	cardinal body part	FMA13893	left internal oblique
FMA7153	cardinal body part	FMA7097	left atrium
FMA7153	cardinal body part	FMA9922	fifth thoracic vertebra
FMA7153	cardinal body part	FMA7096	right atrium
FMA7153	cardinal body part	FMA45157	posterior compartment of thigh
FMA7153	cardinal body part	FMA13892	right internal oblique
FMA7153	cardinal body part	FMA7098	right ventricle
FMA7153	cardinal body part	FMA8148	left fourth rib
FMA7153	cardinal body part	FMA55798	right upper secondary canine tooth
FMA7153	cardinal body part	FMA55799	left upper secondary canine tooth
FMA7153	cardinal body part	FMA37483	fourth lumbrical of right foot
FMA7153	cardinal body part	FMA72690	left fusiform gyrus
FMA7153	cardinal body part	FMA37485	third lumbrical of right foot
FMA7153	cardinal body part	FMA3932	brachiocephalic artery
FMA7153	cardinal body part	FMA37484	fourth lumbrical of left foot
FMA7153	cardinal body part	FMA37486	third lumbrical of left foot
FMA7153	cardinal body part	FMA45160	medial compartment of thigh
FMA7153	cardinal body part	FMA45163	anterior compartment of leg
FMA7153	cardinal body part	FMA65470	proximal phalanx of left thumb
FMA7153	cardinal body part	FMA9914	vertebra
FMA7153	cardinal body part	FMA73435	left inferior colliculus
FMA7153	cardinal body part	FMA24920	palm
FMA7153	cardinal body part	FMA37472	flexor digiti minimi brevis of left foot
FMA7153	cardinal body part	FMA3941	right common carotid artery
FMA7153	cardinal body part	FMA37471	flexor digiti minimi brevis of right foot
FMA7153	cardinal body part	FMA24922	wrist
FMA7153	cardinal body part	FMA62394	peduncle of midbrain
FMA7153	cardinal body part	FMA72685	right middle temporal gyrus
FMA7153	cardinal body part	FMA72686	left middle temporal gyrus
FMA7153	cardinal body part	FMA24907	posterior part of elbow
FMA7153	cardinal body part	FMA24904	anterior part of elbow
FMA7153	cardinal body part	FMA24911	posterior part of forearm
FMA7153	cardinal body part	FMA46753	temporoparietalis
FMA7153	cardinal body part	FMA4058	left common carotid artery
FMA7153	cardinal body part	FMA46758	occipitalis
FMA7153	cardinal body part	FMA46759	right frontalis
FMA7153	cardinal body part	FMA46757	frontalis
FMA7153	cardinal body part	FMA52745	nasal bone
FMA7153	cardinal body part	FMA9707	penis
FMA7153	cardinal body part	FMA52747	zygomatic bone
FMA7153	cardinal body part	FMA52746	palatine bone
FMA7153	cardinal body part	FMA9704	ureter
FMA7153	cardinal body part	FMA46750	epicranius
FMA7153	cardinal body part	FMA52749	hyoid bone
FMA7153	cardinal body part	FMA52748	mandible
FMA7153	cardinal body part	FMA52740	ethmoid
FMA7153	cardinal body part	FMA52741	lacrimal bone
FMA7153	cardinal body part	FMA7274	wall of heart
FMA7153	cardinal body part	FMA25570	bony pectoral girdle
FMA7153	cardinal body part	FMA24901	elbow
FMA7153	cardinal body part	FMA3840nsn	posterior interventricular branch of right coronary artery, nsn
FMA7153	cardinal body part	FMA52736	sphenoid bone
FMA7153	cardinal body part	FMA52735	occipital bone
FMA7153	cardinal body part	FMA52734	frontal bone
FMA7153	cardinal body part	FMA52739	left temporal bone
FMA7153	cardinal body part	FMA52738	right temporal bone
FMA7153	cardinal body part	FMA52737	temporal bone
FMA7153	cardinal body part	FMA45961	lateral head of left gastrocnemius
FMA7153	cardinal body part	FMA45960	lateral head of right gastrocnemius
FMA7153	cardinal body part	FMA7261	posterior papillary muscle of right ventricle
FMA7153	cardinal body part	FMA71915	proximal phalanx of left index finger
FMA7153	cardinal body part	FMA7262	septal papillary muscle of right ventricle
FMA7153	cardinal body part	FMA71916	proximal phalanx of left ring finger
FMA7153	cardinal body part	FMA7266	posterior papillary muscle of left ventricle
FMA7153	cardinal body part	FMA46779	orbicularis oculi
FMA7153	cardinal body part	FMA72653	right superior frontal gyrus
FMA7153	cardinal body part	FMA46777	depressor septi nasi
FMA7153	cardinal body part	FMA7260	anterior papillary muscle of right ventricle
FMA7153	cardinal body part	BP50	right superior parietal lobule precuneus
FMA7153	cardinal body part	FMA45959	lateral head of gastrocnemius
FMA7153	cardinal body part	FMA46770	nasalis
FMA7153	cardinal body part	FMA45957	medial head of right gastrocnemius
FMA7153	cardinal body part	FMA45958	medial head of left gastrocnemius
FMA7153	cardinal body part	FMA7259	papillary muscle of right ventricle
FMA7153	cardinal body part	FMA8391	left ninth rib
FMA7153	cardinal body part	FMA45956	medial head of gastrocnemius
FMA7153	cardinal body part	FMA59764	gingiva of lower jaw
FMA7153	cardinal body part	FMA59763	gingiva of upper jaw
FMA7153	cardinal body part	FMA67687	hindbrain
FMA7153	cardinal body part	FMA59762	gingiva
FMA7153	cardinal body part	FMA46565	skull
FMA7153	cardinal body part	BP49	left superior parietal lobule precuneus
FMA7153	cardinal body part	FMA71908	proximal phalanx of left middle finger
FMA7153	cardinal body part	FMA46768	aponeurosis of epicranius
FMA7153	cardinal body part	FMA46769	procerus
FMA7153	cardinal body part	FMA46763	right temporoparietalis
FMA7153	cardinal body part	FMA62008nsn	hypothalamus, nsn
FMA7153	cardinal body part	FMA46764	left temporoparietalis
FMA7153	cardinal body part	FMA46760	left frontalis
FMA7153	cardinal body part	FMA71114	brachium of inferior colliculus
FMA7153	cardinal body part	FMA46761	right occipitalis
FMA7153	cardinal body part	FMA46762	left occipitalis
FMA7154	head	FMA55623	crown of tooth
FMA7154	head	FMA54439	upper eyelid
FMA7154	head	FMA55700	left upper second secondary molar tooth
FMA7154	head	FMA49187	occipital part of head
FMA7154	head	FMA48996	masseter
FMA7154	head	FMA61859	middle frontal gyrus
FMA7154	head	FMA61857	superior frontal gyrus
FMA7154	head	FMA62327	tuber cinereum
FMA7154	head	FMA52801	basicranium
FMA7154	head	FMA59660	mucosa of mouth
FMA7154	head	FMA54379	orbital compartment
FMA7154	head	FMA49184	mouth
FMA7154	head	FMA54448	eye
FMA7154	head	FMA72833	left amygdala
FMA7154	head	FMA54442	lower eyelid
FMA7154	head	FMA72832	right amygdala
FMA7154	head	FMA54375	nasal septum
FMA7154	head	FMA72831	left globus pallidus
FMA7154	head	FMA72830	right globus pallidus
FMA7154	head	FMA55611	left procerus
FMA7154	head	FMA55610	right procerus
FMA7154	head	FMA57142	right lower central secondary incisor tooth
FMA7154	head	FMA61841	amygdala
FMA7154	head	FMA57141	left lower lateral secondary incisor tooth
FMA7154	head	FMA61842	septum of telencephalon
FMA7154	head	FMA57140	right lower lateral secondary incisor tooth
FMA7154	head	FMA61844	septum pellucidum
FMA7154	head	FMA67944	cerebellum
FMA7154	head	FMA57143	left lower central secondary incisor tooth
FMA7154	head	FMA67943	pons
FMA7154	head	FMA72701	right accessory short gyrus
FMA7154	head	FMA72702	left accessory short gyrus
FMA7154	head	FMA71287	musculature of head
FMA7154	head	FMA72705	right parahippocampal gyrus
FMA7154	head	FMA53074	orbit
FMA7154	head	FMA59815nsn	labial part of mouth, nsn
FMA7154	head	FMA72706	left parahippocampal gyrus
FMA7154	head	FMA55609	left depressor septi nasi
FMA7154	head	FMA46476	cheek
FMA7154	head	FMA78469	fourth ventricle
FMA7154	head	FMA55608	right depressor septi nasi
FMA7154	head	FMA55607	left nasalis
FMA7154	head	FMA78467	cerebral aqueduct
FMA7154	head	FMA55606	right nasalis
FMA7154	head	FMA46472	nose
FMA7154	head	FMA62211	medial geniculate body
FMA7154	head	FMA62009	epithalamus
FMA7154	head	FMA62008	hypothalamus
FMA7154	head	FMA62007	thalamus
FMA7154	head	FMA24728	face
FMA7154	head	FMA46488	buccal part of mouth
FMA7154	head	FMA72714	left hippocampus
FMA7154	head	FMA46489	subdivision of external nose
FMA7154	head	FMA72713	right hippocampus
FMA7154	head	FMA78450	left lateral ventricle
FMA7154	head	FMA54393	subdivision of face
FMA7154	head	FMA55638	molar tooth
FMA7154	head	FMA55637	premolar tooth
FMA7154	head	FMA78454	third ventricle
FMA7154	head	FMA62209	lateral geniculate body
FMA7154	head	FMA72719	limbic lobe
FMA7154	head	FMA72718	left cingulate gyrus
FMA7154	head	FMA72717	right cingulate gyrus
FMA7154	head	FMA9711	maxilla
FMA7154	head	FMA55635	mandibular dental arcade
FMA7154	head	FMA55636	canine tooth
FMA7154	head	FMA55634	maxillary dental arcade
FMA7154	head	FMA258716	left thalamus
FMA7154	head	FMA9710	vomer
FMA7154	head	FMA59516	root of nose
FMA7154	head	FMA72828	right putamen
FMA7154	head	FMA72827	left caudate nucleus
FMA7154	head	FMA72829	left putamen
FMA7154	head	FMA62403	superior colliculus
FMA7154	head	FMA62404	inferior colliculus
FMA7154	head	FMA62003	metencephalon
FMA7154	head	FMA62004	medulla oblongata
FMA7154	head	FMA55706	right lower second secondary molar tooth
FMA7154	head	FMA46495	chin
FMA7154	head	FMA55705	right lower first secondary molar tooth
FMA7154	head	FMA78449	right lateral ventricle
FMA7154	head	FMA55704	left lower first secondary molar tooth
FMA7154	head	FMA72826	right caudate nucleus
FMA7154	head	FMA78448	lateral ventricle
FMA7154	head	FMA62000	telencephalon
FMA7154	head	FMA55703	left lower second secondary molar tooth
FMA7154	head	FMA62001	diencephalon
FMA7154	head	FMA61898	angular gyrus
FMA7154	head	FMA61897	supramarginal gyrus
FMA7154	head	FMA61896	postcentral gyrus
FMA7154	head	FMA53650	left maxilla
FMA7154	head	FMA53655	right palatine bone
FMA7154	head	FMA53656	left palatine bone
FMA7154	head	FMA53647	right nasal bone
FMA7154	head	FMA50801	brain
FMA7154	head	FMA53646	left lacrimal bone
FMA7154	head	FMA72417	brachium of superior colliculus
FMA7154	head	FMA53649	right maxilla
FMA7154	head	FMA53648	left nasal bone
FMA7154	head	FMA61993nsn	midbrain, nsn
FMA7154	head	FMA72801	anterior part of left superior temporal gyrus
FMA7154	head	FMA72804	posterior part of right superior temporal gyrus
FMA7154	head	FMA72800	anterior part of right superior temporal gyrus
FMA7154	head	FMA73423	left superior colliculus
FMA7154	head	FMA73422	right superior colliculus
FMA7154	head	FMA72805	posterior part of left superior temporal gyrus
FMA7154	head	FMA61894	precentral gyrus
FMA7154	head	FMA55681	right upper central secondary incisor tooth
FMA7154	head	FMA55680	right upper lateral secondary incisor tooth
FMA7154	head	FMA55683	left upper lateral secondary incisor tooth
FMA7154	head	FMA55682	left upper central secondary incisor tooth
FMA7154	head	FMA55687	left lower secondary canine tooth
FMA7154	head	FMA55686	right lower secondary canine tooth
FMA7154	head	FMA55689	right upper first secondary premolar tooth
FMA7154	head	FMA55688	right upper second secondary premolar tooth
FMA7154	head	FMA53645	right lacrimal bone
FMA7154	head	FMA59837	bony part of nasal septum
FMA7154	head	FMA72669	right angular gyrus
FMA7154	head	FMA72668	left supramarginal gyrus
FMA7154	head	FMA72667	right supramarginal gyrus
FMA7154	head	FMA72666	left postcentral gyrus
FMA7154	head	FMA72665	right postcentral gyrus
FMA7154	head	FMA46816	depressor labii inferioris
FMA7154	head	FMA46815	left zygomaticus minor
FMA7154	head	FMA73310	left medial geniculate body
FMA7154	head	FMA46818	left depressor labii inferioris
FMA7154	head	FMA46817	right depressor labii inferioris
FMA7154	head	FMA52788	right parietal bone
FMA7154	head	FMA46822	levator anguli oris
FMA7154	head	FMA52789	left parietal bone
FMA7154	head	FMA46823	right levator anguli oris
FMA7154	head	FMA73304	left lateral geniculate body
FMA7154	head	FMA46824	left levator anguli oris
FMA7154	head	FMA73303	right lateral geniculate body
FMA7154	head	FMA46825	mentalis
FMA7154	head	FMA73309	right medial geniculate body
FMA7154	head	FMA46794	corrugator supercilii
FMA7154	head	FMA46797	left corrugator supercilii
FMA7154	head	FMA46796	right corrugator supercilii
FMA7154	head	FMA72670	left angular gyrus
FMA7154	head	FMA52892	right zygomatic bone
FMA7154	head	FMA52893	left zygomatic bone
FMA7154	head	FMA73464	brachium of left inferior colliculus
FMA7154	head	FMA72655	right middle frontal gyrus
FMA7154	head	FMA72654	left superior frontal gyrus
FMA7154	head	FMA73461	brachium of right superior colliculus
FMA7154	head	FMA73462	brachium of left superior colliculus
FMA7154	head	FMA72656	left middle frontal gyrus
FMA7154	head	FMA73463	brachium of right inferior colliculus
FMA7154	head	FMA52780	ear
FMA7154	head	FMA46829	right depressor anguli oris
FMA7154	head	FMA46828	depressor anguli oris
FMA7154	head	FMA46827	left mentalis
FMA7154	head	FMA46826	right mentalis
FMA7154	head	FMA55699	left upper first secondary molar tooth
FMA7154	head	FMA46835	right buccinator
FMA7154	head	FMA46836	left buccinator
FMA7154	head	FMA67325	occipital lobe
FMA7154	head	FMA46834	buccinator
FMA7154	head	FMA55695	right lower second secondary premolar tooth
FMA7154	head	FMA46782	orbital part of right orbicularis oculi
FMA7154	head	FMA46781	orbital part of orbicularis oculi
FMA7154	head	FMA55697	right upper second secondary molar tooth
FMA7154	head	FMA49007	right temporalis
FMA7154	head	FMA46784	palpebral part of orbicularis oculi
FMA7154	head	FMA55698	right upper first secondary molar tooth
FMA7154	head	FMA67329	insula
FMA7154	head	FMA49008	left temporalis
FMA7154	head	FMA46830	left depressor anguli oris
FMA7154	head	FMA46783	orbital part of left orbicularis oculi
FMA7154	head	FMA55691	left upper second secondary premolar tooth
FMA7154	head	FMA72661	right precentral gyrus
FMA7154	head	FMA49005	deep part of left masseter
FMA7154	head	FMA46786	palpebral part of left orbicularis oculi
FMA7154	head	FMA55692	left lower second secondary premolar tooth
FMA7154	head	FMA72662	left precentral gyrus
FMA7154	head	FMA49006	temporalis
FMA7154	head	FMA46785	palpebral part of right orbicularis oculi
FMA7154	head	FMA55693	left lower first secondary premolar tooth
FMA7154	head	FMA49003	deep part of masseter
FMA7154	head	FMA55694	right lower first secondary premolar tooth
FMA7154	head	FMA49004	deep part of right masseter
FMA7154	head	FMA49001	superficial part of right masseter
FMA7154	head	FMA49002	superficial part of left masseter
FMA7154	head	FMA55690	left upper first secondary premolar tooth
FMA7154	head	FMA49000	superficial part of masseter
FMA7154	head	FMA72689	right fusiform gyrus
FMA7154	head	FMA72688	left inferior temporal gyrus
FMA7154	head	FMA72687	right inferior temporal gyrus
FMA7154	head	FMA60118	skeleton of nasal septum
FMA7154	head	FMA73434	right inferior colliculus
FMA7154	head	FMA59815	labial part of mouth
FMA7154	head	FMA46838	risorius
FMA7154	head	FMA46839	right risorius
FMA7154	head	FMA61906	middle temporal gyrus
FMA7154	head	FMA46840	left risorius
FMA7154	head	FMA61907	inferior temporal gyrus
